파일,밀도,임계값,빈칸여부
1000241.JPG,0.120333,0.020000,0
1000242.JPG,0.144172,0.020000,0
1000251.JPG,0.120333,0.020000,0
1000252.JPG,0.144172,0.020000,0
1000261.JPG,0.079884,0.020000,0
1000262.JPG,0.144172,0.020000,0
1000271.JPG,0.079884,0.020000,0
1000272.JPG,0.144172,0.020000,0
