timestamp,platform,n_images,mean_size,mean_w,mean_h,batch_size,num_workers,use_ocr,use_lpips,embed_backend,gpu,mem_total,cpu_count,meta_s,model_load_s,embed_forward_s,embed_s,ann_s,io_s,total_s
1759285135,Windows,30,1609928.7333333334,1757.6,2480.6666666666665,8,0,0,0,dinov2,0,16973877248,12,4.3121,0.2777,2.5717,2.8494,0.0021,0.1943,7.3623
