파일,밀도,적용임계값,자동보정임계값,빈칸여부
1000651.JPG,0.0937866616491511,0.02,,False
1000652.JPG,0.09128579525894734,0.02,,False
1000661.JPG,0.1015017238221389,0.02,,False
1000662.JPG,0.09280502373872754,0.02,,False
