파일,밀도,적용임계값,자동보정임계값,빈칸여부
1000241.JPG,0.12033317581839305,0.02,,False
1000242.JPG,0.14417185555706896,0.02,,False
1000251.JPG,0.12033317581839305,0.02,,False
1000252.JPG,0.14417185555706896,0.02,,False
1000261.JPG,0.07988419927971932,0.02,,False
1000262.JPG,0.14417185555706896,0.02,,False
1000271.JPG,0.07988419927971932,0.02,,False
1000272.JPG,0.14417185555706896,0.02,,False
